#{"t_start": 1584152730.1437173, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-21.020368,51,1.447265
-88.864201,51,2.156929
22.017846,51,2.820889
-45.842894,51,3.478105
-51.990248,51,4.136858
-6.253804,51,4.977036
-14.009161,51,5.624427
-18.736245,51,6.269451
-23.133672,51,6.914828
-93.03729,51,7.567972
-19.307802,51,8.296559
-96.432966,51,8.959709
12.32185,51,9.626641
-43.158112,51,10.289062
10.45645,51,10.958561
3.894281,51,11.686128
-1.687476,51,12.330733
10.78812,51,12.96283
-34.210958,51,13.613854
-44.064002,51,14.265983
-42.21405,51,14.962807
-31.024553,51,15.596694
-54.693847,51,16.235103
-73.1223,51,16.875956
-38.772817,51,17.517778
-59.872489,51,18.230321
-26.199003,51,18.884303
-37.261206,51,19.543959
-5.352898,51,20.199973
-18.922734,51,20.856422
-18.74804,51,21.557859
-24.909407,51,22.203147
6.406286,51,22.845206
-47.920421,51,23.484968
-9.904546,51,24.126431
-13.065395,51,24.853887
-71.351081,51,25.512799
-15.011496,51,26.171101
-20.342783,51,26.833142
-14.988017,51,27.495198
15.768757,51,28.215682
11.961943,51,28.874061
-41.010401,51,29.518459
-38.356651,51,30.160413
19.216518,51,30.811512
-49.181038,51,31.511727
-32.287624,51,32.155016
9.353821,51,32.798167
-20.231313,51,33.438225
-75.732926,51,34.077476
-24.843543,51,34.781747
-7.463536,51,35.428753
-23.486936,51,36.077103
-83.147349,51,36.719075
13.987453,51,37.36091
3.912831,51,38.081167
-29.555233,51,38.722213
-6.528207,51,39.360275
-30.439181,51,40.006283
-21.377659,51,40.658184
-9.523435,51,41.370277
8.262005,51,42.013725
-30.389714,51,42.66041
-4.008636,51,43.350471
-90.179016,51,44.043072
-32.96336,51,44.781265
-4.950926,51,45.494422
-1.133521,51,46.172998
-33.136712,51,46.838766
-35.097676,51,47.50878
-80.567861,51,48.248893
-2.723647,51,48.941226
6.470255,51,49.621495
18.2758,51,50.276438
-3.439122,51,50.921284
11.408101,51,51.635754
4.108784,51,52.295425
-0.787614,51,52.949185
-1.643598,51,53.651061
-48.976576,51,54.30433
-7.603048,51,55.022637
-14.03979,51,55.688484
-13.616946,51,56.347536
-47.972286,51,56.989846
1.317068,51,57.638237
-5.228856,51,58.360214
5.618505,51,59.009636
5.777121,51,59.650183
5.411471,51,60.303208
-47.369988,51,60.940983
-0.744436,51,61.647184
-1.548995,51,62.286754
-27.592591,51,62.926558
-2.767256,51,63.573652
11.42533,51,64.220644
-25.783237,51,64.935232
7.231978,51,65.611048
-11.659003,51,66.309567
-13.293063,51,66.958472
19.586004,51,67.603742
-11.224784,51,68.324557
-11.270603,51,68.985946
-12.123457,51,69.632749
-25.384952,51,70.272789
2.500972,51,70.906812
-7.734991,51,71.637319
-20.91971,51,72.290109
-18.194839,51,72.942289
-14.241511,51,73.607717
-6.854542,51,74.247587
-4.551018,51,74.959317
-34.394018,51,75.589476
-23.796513,51,76.23487
-7.879292,51,76.871162
-19.463944,51,77.509379
5.721627,51,78.256241
-8.191479,51,78.899344
-16.763174,51,79.54756
-46.943987,51,80.206997
10.570353,51,80.842899
-45.223983,51,81.54215
-13.486221,51,82.180028
-3.131449,51,82.826132
-10.139635,51,83.460131
4.505069,51,84.096497
-7.417185,51,84.815512
-65.05718,51,85.475549
4.722503,51,86.111912
9.346067,51,86.759486
2.489825,51,87.391491
4.016255,51,88.09112
-1.748788,51,88.735194
2.538605,51,89.380778
-6.562015,51,90.031046
2.293053,51,90.679881
-5.696622,51,91.385878
7.558168,51,92.052316
-63.807242,51,92.691115
-1.731957,51,93.347799
-11.103791,51,93.985529
4.866963,51,94.7017
-1.741364,51,95.359884
-1.499358,51,96.011644
-12.726026,51,96.662807
4.470249,51,97.304979
-20.866414,51,98.008763
4.8741,51,98.663404
-36.820743,51,99.29991
8.655823,51,99.952823
-7.346048,51,100.58346
-7.091294,51,101.278117
-8.544933,51,101.917688
1.356082,51,102.557783
-35.961833,51,103.192951
-12.211518,51,103.826969
-35.456613,51,104.522442
-27.309159,51,105.165769
10.911816,51,105.802905
-1.747069,51,106.438355
-9.248919,51,107.073357
-0.897861,51,107.773396
-27.190792,51,108.434119
2.700824,51,109.089419
2.406415,51,109.75307
-26.392692,51,110.392615
-8.790144,51,111.098848
-2.653513,51,111.761782
-3.568267,51,112.421727
-6.969412,51,113.08199
-7.745415,51,113.716114
-17.772258,51,114.413425
-8.755969,51,115.065554
3.770061,51,115.691212
3.289574,51,116.35304
-12.975569,51,116.992903
-13.938897,51,117.68844
-13.296543,51,118.331554
-12.63625,51,118.98556
-6.590569,51,119.645889
-2.673081,51,120.295892
-2.770473,51,120.99691
-31.291444,51,121.641096
-1.961353,51,122.286756
-22.83541,51,122.92898
6.56371,51,123.572802
-0.095768,51,124.276681
3.354513,51,124.945256
-6.480916,51,125.586738
-52.007118,51,126.235692
-6.98202,51,126.930257
-25.071918,51,127.632842
4.02692,51,128.288192
1.751781,51,128.92853
-30.931459,51,129.571831
-11.003919,51,130.217258
-12.180108,51,130.943434
-5.520997,51,131.625253
-2.630762,51,132.28325
-1.271897,51,132.933925
-1.082891,51,133.602493
3.975707,51,134.304045
-41.369397,51,134.955379
-11.515922,51,135.609785
-16.949625,51,136.262842
-7.89727,51,136.926772
-5.800013,51,137.632644
0.036019,51,138.279475
-16.296143,51,138.926054
0.953444,51,139.572923
-6.149115,51,140.218763
-8.578953,51,140.929324
0.263597,51,141.583059
-17.182835,51,142.236916
-19.635817,51,142.885509
-4.325541,51,143.53569
-7.543427,51,144.240955
-23.045429,51,144.883322
-6.427174,51,145.526439
7.393867,51,146.167876
-3.643323,51,146.813486
-22.250836,51,147.516562
-2.464055,51,148.163306
4.20562,51,148.807018
-26.69657,51,149.449752
-1.317138,51,150.094844
-4.311997,51,150.803173
4.560675,51,151.45607
-1.762744,51,152.121793
-12.917248,51,152.772175
-21.419933,51,153.419814
-6.416012,51,154.132985
2.447221,51,154.817885
-0.48095,51,155.467511
-8.122475,51,156.105929
-11.199862,51,156.74809
-3.913863,51,157.45913
-18.549293,51,158.127174
-38.735443,51,158.779357
3.579282,51,159.435456
-8.807984,51,160.07513
4.791552,51,160.781328
-0.304704,51,161.432214
-8.240626,51,162.079061
-38.15532,51,162.732912
-11.083503,51,163.384317
-2.197828,51,164.087906
5.089538,51,164.734084
-2.998701,51,165.379268
1.332532,51,166.027977
-2.555154,51,166.674376
-5.282014,51,167.378783
-0.721709,51,168.01752
-2.097871,51,168.649991
-14.084892,51,169.312849
-2.640578,51,169.977396
-6.264492,51,170.65487
-6.341312,51,171.360636
-2.234079,51,172.002267
-5.46974,51,172.639607
0.105589,51,173.285447
-11.202084,51,173.930801
-37.759926,51,174.654104
-3.808248,51,175.29866
0.429501,51,175.939757
-17.669388,51,176.595102
-48.942595,51,177.247648
-27.682433,51,177.948394
-1.795404,51,178.598333
13.114899,51,179.244891
5.790592,51,179.914692
7.87933,51,180.570211
-12.883339,51,181.27513
-9.885447,51,181.922011
-10.892344,51,182.578353
0.769014,51,183.219715
-15.098057,51,183.856722
-12.172691,51,184.565301
11.260889,51,185.217035
2.051998,51,185.872214
5.187551,51,186.543463
-5.297843,51,187.200749
-8.102127,51,187.916081
-4.648195,51,188.571141
-13.726701,51,189.224298
-7.959953,51,189.880269
-15.379354,51,190.540411
-35.444391,51,191.259187
-12.149848,51,191.900313
5.959778,51,192.548617
6.060743,51,193.188438
-1.766759,51,193.830641
-14.094273,51,194.561661
14.592666,51,195.197214
-9.61526,51,195.83483
-4.266775,51,196.473907
-13.699318,51,197.109283
-6.559439,51,197.80973
6.647177,51,198.450136
-3.223723,51,199.087757
-14.65939,51,199.714019
-8.007339,51,200.342801
-34.614905,51,201.037366
-2.487348,51,201.680712
7.228289,51,202.314639
-2.266778,51,202.94853
-10.462007,51,203.587578
-4.483413,51,204.306531
-8.128662,51,204.96861
0.283578,51,205.634657
0.376185,51,206.298843
-3.21839,51,206.957058
-6.840229,51,207.667332
-0.122667,51,208.313462
0.866227,51,208.961874
-5.518116,51,209.607641
-12.085959,51,210.239511
-7.224285,51,210.945848
-1.0809,51,211.602772
-2.270285,51,212.239074
-2.550087,51,212.876959
-7.438715,51,213.514439
-10.798554,51,214.213451
-8.692824,51,214.860037
6.779773,51,215.501891
-0.833431,51,216.140511
-0.031707,51,216.779532
3.043113,51,217.476391
-3.294051,51,218.126448
-1.635362,51,218.76426
7.559924,51,219.404204
-4.884522,51,220.041786
-9.830732,51,220.742102
-4.324138,51,221.388495
-10.492769,51,222.022586
-27.748868,51,222.666042
18.354891,51,223.307898
-9.164407,51,224.012079
-8.983594,51,224.66159
1.412354,51,225.334383
-7.767915,51,225.980707
-13.149186,51,226.62546
-2.634657,51,227.336085
0.05983,51,227.987273
2.212459,51,228.630571
-0.881204,51,229.291506
6.602734,51,229.955922
9.888862,51,230.662972
-0.951579,51,231.309489
6.184051,51,231.966815
-15.166015,51,232.648053
13.69481,51,233.315076
8.381494,51,234.051689
-3.671486,51,234.711323
-8.639793,51,235.380142
-8.2628,51,236.039535
1.852333,51,236.691408
-6.2057,51,237.415685
-8.805133,51,238.072204
6.701577,51,238.733531
-2.770223,51,239.398358
-5.899566,51,240.067088
-0.579086,51,240.77613
13.833125,51,241.433683
0.722473,51,242.100217
10.422416,51,242.749949
7.951691,51,243.402766
-5.124622,51,244.117358
-3.353704,51,244.77579
10.422452,51,245.436514
9.039043,51,246.089766
10.687997,51,246.73991
-1.206268,51,247.451949
-16.421092,51,248.099896
-13.995159,51,248.766173
2.646963,51,249.40807
1.494168,51,250.042325
-6.693796,51,250.755259
-4.314458,51,251.401841
-0.839356,51,252.05446
-11.677185,51,252.714054
-11.918865,51,253.360729
-14.288078,51,254.084296
-18.456525,51,254.728819
-11.76404,51,255.378592
6.187103,51,256.028345
6.454255,51,256.679508
11.493813,51,257.385374
-14.29119,51,258.032541
5.662532,51,258.677512
-4.371898,51,259.328603
-40.284859,51,259.991626
11.84776,51,260.69604
6.077601,51,261.332008
10.41064,51,261.98112
-3.981338,51,262.631985
-8.046165,51,263.308383
11.322058,51,264.048089
7.676651,51,264.693122
-13.691373,51,265.339058
15.662383,51,265.975648
0.145613,51,266.608664
3.277494,51,267.308189
4.181926,51,267.949147
-15.084179,51,268.596233
-26.741462,51,269.253627
3.026011,51,269.903652
-9.771206,51,270.61077
4.764402,51,271.256439
1.810649,51,271.90804
-9.604081,51,272.567776
-15.426344,51,273.219295
-10.095923,51,273.927618
0.241315,51,274.575216
-0.061325,51,275.22569
-4.041785,51,275.883016
1.831605,51,276.532854
-6.078822,51,277.24443
11.558051,51,277.89506
-34.621223,51,278.54733
-0.518811,51,279.202234
8.576116,51,279.851862
-0.362782,51,280.552233
-7.967787,51,281.199153
-9.067781,51,281.846096
-4.309795,51,282.496711
6.217872,51,283.145884
5.229312,51,283.850104
-8.824841,51,284.491309
0.617795,51,285.135975
-3.104043,51,285.811167
5.420412,51,286.453244
17.451088,51,287.154469
-8.601238,51,287.796376
-9.231761,51,288.438412
-8.063531,51,289.086373
-33.695591,51,289.730654
3.558135,51,290.435611
7.592889,51,291.076925
-1.176916,51,291.715061
8.193975,51,292.363713
4.972637,51,293.001414
9.530983,51,293.702229
-6.267829,51,294.3519
-22.339385,51,295.010798
-13.158456,51,295.672827
0.882511,51,296.33232
1.799776,51,297.047817
-3.124702,51,297.699818
-3.294872,51,298.351015
6.341821,51,299.004401
8.523929,51,299.654783
-12.081619,51,300.377441
2.887401,51,301.037991
-13.60055,51,301.701238
-1.87245,51,302.367832
11.69021,51,303.013972
14.081468,51,303.716919
-13.421439,51,304.366281
10.085047,51,305.016388
1.993358,51,305.674636
18.953067,51,306.322129
11.3209,51,307.025132
-11.587891,51,307.683444
-0.077416,51,308.332336
1.746835,51,308.998526
1.756037,51,309.665479
-2.197685,51,310.374532
-12.720587,51,311.029569
-3.323652,51,311.693945
-8.60657,51,312.368273
-5.683013,51,313.024637
21.463639,51,313.71999
-1.118393,51,314.36553
-4.086284,51,315.014284
-16.789609,51,315.669079
9.743356,51,316.31114
-8.544726,51,317.014823
14.46977,51,317.653775
-11.089781,51,318.288942
-9.31176,51,318.94971
-0.724286,51,319.593745
-1.288176,51,320.30228
1.848532,51,320.95063
-16.084993,51,321.600375
-14.816681,51,322.254732
-18.037482,51,322.906555
4.508096,51,323.598756
-0.636539,51,324.255106
9.305533,51,324.897964
-20.624283,51,325.558561
-15.425255,51,326.228045
-14.040593,51,326.953619
-10.090617,51,327.6336
-6.435956,51,328.284436
-12.872108,51,328.95922
12.75231,51,329.621011
-9.835941,51,330.318809
-4.416317,51,330.962198
-3.115255,51,331.636631
6.011881,51,332.310054
-9.9205,51,332.977838
9.56273,51,333.724695
1.475909,51,334.373677
-1.866885,51,335.022054
-1.829243,51,335.677987
-9.313306,51,336.331798
-2.605982,51,337.052022
-18.434015,51,337.701284
2.342299,51,338.349842
12.04067,51,338.99521
0.261128,51,339.647196
-4.028233,51,340.285676
0.624392,51,340.985879
4.150854,51,341.625357
-12.915298,51,342.271699
-6.029681,51,342.916658
-8.323716,51,343.555516
-17.882343,51,344.255811
5.695083,51,344.896307
-13.063372,51,345.539428
7.068741,51,346.175519
-11.047288,51,346.81496
6.571755,51,347.509707
-23.433897,51,348.140253
-1.302811,51,348.77982
-0.635351,51,349.417554
4.387984,51,350.052801
1.809352,51,350.757683
11.614494,51,351.408636
-7.903105,51,352.063186
-2.404259,51,352.71746
-3.220914,51,353.357334
0.148751,51,354.060891
-8.547759,51,354.708791
5.972879,51,355.369805
9.295826,51,356.021394
-28.080752,51,356.656871
-9.038858,51,357.371319
-3.874784,51,358.014134
8.478485,51,358.661447
-9.316515,51,359.326182
3.4779,51,359.971512
-5.471986,51,360.686189
11.442279,51,361.326096
-12.682029,51,361.970741
-2.161734,51,362.624957
-1.701698,51,363.267805
0.373968,51,363.980633
-29.266646,51,364.625342
-1.08057,51,365.277723
-19.3928,51,365.94717
4.609223,51,366.610888
-13.490711,51,367.320206
-18.244514,51,367.968689
-6.046648,51,368.616081
5.662128,51,369.270871
-0.374523,51,369.914492
-12.016665,51,370.622288
11.247979,51,371.26934
3.007696,51,371.912983
-8.278667,51,372.5736
-18.333588,51,373.245938
-14.160353,51,373.960958
1.252385,51,374.632232
-6.705159,51,375.30706
-0.681838,51,375.959727
3.189579,51,376.631542
