#{"t_start": 1584131714.4505053, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-15.502557,51,1.52229
-79.600871,51,2.220932
-55.4553,51,2.879477
-6.855673,51,3.527725
-81.558306,51,4.190282
-19.943865,51,4.875347
-24.082622,51,5.552969
-35.592105,51,6.209628
-50.966926,51,6.883118
-85.333666,51,7.523336
-43.48761,51,8.173479
-17.757655,51,8.828778
-5.67547,51,9.49714
-2.750236,51,10.161499
-34.259065,51,10.82877
-35.476956,51,11.495758
-32.25759,51,12.160276
-40.730256,51,12.828275
-35.9246,51,13.501782
-23.312966,51,14.149485
-42.801436,51,14.798385
7.383887,51,15.444327
13.519743,51,16.088653
-53.077206,51,16.732851
-1.577839,51,17.380989
-31.225082,51,18.030909
-32.807623,51,18.678891
-75.016062,51,19.329396
-24.208967,51,19.991711
-9.459474,51,20.652274
10.998417,51,21.317798
-2.608983,51,21.983903
-8.48659,51,22.650264
-10.023487,51,23.318139
-44.821285,51,23.979968
-29.477682,51,24.652982
-7.131367,51,25.322948
-11.273348,51,25.992035
-7.520484,51,26.662212
-10.367206,51,27.309733
5.107935,51,27.959273
-36.871961,51,28.606215
13.402595,51,29.252284
-79.935563,51,29.8991
-8.62896,51,30.549306
-32.392041,51,31.199188
-14.140331,51,31.845049
-14.30008,51,32.499324
-19.402968,51,33.160137
-21.392165,51,33.831634
-35.574988,51,34.503879
-29.985698,51,35.171678
-19.537248,51,35.834835
-57.889957,51,36.493651
-14.753897,51,37.153814
-38.404105,51,37.807578
-5.454252,51,38.452827
-95.237416,51,39.100281
-30.34191,51,39.751313
-55.366919,51,40.40219
5.506074,51,41.054963
-16.288505,51,41.708255
-88.078027,51,42.359614
1.787162,51,43.009904
17.607299,51,43.659588
-31.021434,51,44.31006
-36.998193,51,44.966488
-41.005983,51,45.618767
21.274616,51,46.292903
-12.07267,51,46.94925
20.519989,51,47.619184
-46.419015,51,48.266538
7.47185,51,48.939845
6.511602,51,49.580935
-36.454501,51,50.22983
-13.639807,51,50.897676
-17.4545,51,51.549798
-45.25864,51,52.198014
-24.184414,51,52.857739
-6.556435,51,53.503586
7.779861,51,54.15601
-62.088931,51,54.82298
-82.547687,51,55.471377
-2.330067,51,56.141908
-22.836469,51,56.79385
-23.84937,51,57.45066
4.790036,51,58.101016
9.333518,51,58.753713
4.747166,51,59.408628
-13.322523,51,60.071837
9.180876,51,60.734359
6.424966,51,61.407463
-8.541752,51,62.04401
0.261808,51,62.686303
-63.933514,51,63.342996
-80.517882,51,64.003273
-4.49341,51,64.658878
-6.771307,51,65.312382
-13.203139,51,65.968648
0.111918,51,66.639559
-27.095673,51,67.299139
-53.821208,51,67.961014
-40.666783,51,68.61734
13.532905,51,69.267143
-80.45439,51,69.92465
-28.61379,51,70.574875
-18.139577,51,71.225332
-47.1973,51,71.89579
4.665577,51,72.536317
-3.375648,51,73.189709
-16.062639,51,73.849966
-1.351384,51,74.515041
2.734743,51,75.173528
4.511733,51,75.833716
-17.87071,51,76.497752
-20.770341,51,77.148386
-39.455168,51,77.800524
-47.439466,51,78.453743
8.956077,51,79.116794
3.582447,51,79.767452
-55.604914,51,80.423329
-29.009526,51,81.07539
-23.2326,51,81.729044
-19.87507,51,82.385038
