#{"t_start": 1584145661.5178866, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-21.710316,51,1.134726
-2.426975,51,1.178566
0.292574,51,1.222714
-7.486519,51,1.267042
1.512024,51,1.311194
-0.968498,51,1.355522
3.028147,51,1.399875
9.79715,51,1.444239
-26.158929,51,1.488787
6.098634,51,1.53326
-35.613285,51,1.577854
-11.747608,51,1.622776
8.26036,51,1.66743
1.039093,51,1.71208
-5.338669,51,1.757073
-9.789979,51,1.801934
-11.882537,51,1.846539
-6.821728,51,1.89085
10.434198,51,1.934927
-3.944845,51,2.292661
11.324824,51,2.476206
1.017633,51,2.652497
5.090744,51,2.835623
-5.231246,51,3.01873
-2.531646,51,3.194952
2.641588,51,3.377553
-9.590828,51,3.563865
-2.892664,51,3.744994
5.29978,51,3.921261
-4.348048,51,4.099341
-29.594837,51,4.278563
5.024368,51,4.452245
4.534289,51,4.635507
10.94505,51,4.817242
13.221603,51,4.997622
-6.249517,51,5.17836
3.071738,51,5.356439
7.26285,51,5.530267
-1.001008,51,5.707282
4.255619,51,5.889509
5.597589,51,6.060066
2.112585,51,6.231301
-0.458055,51,6.401152
7.433246,51,6.58213
-4.859305,51,6.758256
-3.390477,51,6.935243
2.860313,51,7.120481
6.955945,51,7.303288
-4.02927,51,7.472845
5.895322,51,7.663377
6.48369,51,7.839802
-3.351581,51,8.025493
-5.117715,51,8.202368
-5.122626,51,8.387888
-4.678788,51,8.562483
-3.985824,51,8.744597
-7.58322,51,8.929851
3.737285,51,9.100619
-0.7108,51,9.275958
7.541858,51,9.454311
-4.701844,51,9.633474
8.650813,51,9.817227
1.530664,51,9.995563
-0.3813,51,10.18295
-2.860198,51,10.369198
-1.531088,51,10.560594
1.021265,51,10.741431
14.73231,51,10.923752
8.417312,51,11.107552
2.479884,51,11.290151
7.34805,51,11.46865
-4.068232,51,11.657616
0.438883,51,11.840728
3.324588,51,12.012284
-3.527106,51,12.184711
9.799323,51,12.366904
10.054173,51,12.546671
-5.703214,51,12.745205
-2.533902,51,12.9269
3.431887,51,13.101671
2.085363,51,13.285861
9.533526,51,13.459492
-3.966148,51,13.639287
-1.614202,51,13.817281
2.745195,51,13.996712
-13.278454,51,14.182644
4.395091,51,14.366623
11.6843,51,14.545733
0.052632,51,14.721315
3.744326,51,14.895831
8.352996,51,15.070308
11.946765,51,15.241714
-4.965209,51,15.417603
-6.991687,51,15.599038
3.335472,51,15.772073
10.261092,51,15.95286
-3.230912,51,16.11842
16.673609,51,16.28163
-6.225084,51,16.456246
-3.946855,51,16.636724
-8.598295,51,16.818166
-2.776443,51,17.003964
0.031968,51,17.185106
-1.927363,51,17.362289
7.821609,51,17.53575
-2.912335,51,17.710825
0.035652,51,17.882086
-16.029142,51,18.056648
1.24819,51,18.239007
15.461572,51,18.418124
3.568425,51,18.594844
3.223448,51,18.767401
-0.662412,51,18.945503
4.687251,51,19.131755
10.878761,51,19.317305
3.702739,51,19.497638
-3.672601,51,19.688481
-5.455373,51,19.866777
-2.464662,51,20.047076
18.316935,51,20.227955
3.429277,51,20.405718
2.674075,51,20.589544
4.798283,51,20.766964
