#{"t_start": 1584139980.9458857, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-0.104452,51,0.950149
-4.303382,51,0.992326
12.539005,51,1.03489
0.233148,51,1.077324
3.764801,51,1.119462
8.033399,51,1.161486
3.745278,51,1.203853
5.152545,51,1.246131
-1.431265,51,1.288556
-7.226316,51,1.330977
-3.790394,51,1.373235
5.557616,51,1.41569
-6.193949,51,1.457965
-2.006779,51,1.500533
7.12317,51,1.54297
2.34866,51,1.585128
-14.558455,51,1.627476
-2.106395,51,1.669603
-21.63653,51,1.711925
-3.292727,51,2.133018
2.976059,51,2.210915
-5.39345,51,2.433844
0.592016,51,2.484108
2.058786,51,2.706236
5.037163,51,2.761719
1.647381,51,2.980732
0.078832,51,3.032874
4.678237,51,3.266255
-0.773919,51,3.328406
-2.944038,51,3.543699
4.491707,51,3.596706
5.200418,51,3.814732
-0.762099,51,3.874022
-3.435597,51,4.087716
4.819544,51,4.147715
-5.911272,51,4.368986
3.121172,51,4.434643
-1.353504,51,4.646215
4.048968,51,4.698207
-0.655141,51,4.906274
0.527063,51,4.976526
1.540683,51,5.206189
3.932023,51,5.266114
-2.764293,51,5.483874
0.075356,51,5.563643
5.187669,51,5.787875
7.748452,51,5.848385
2.173196,51,6.06704
1.794104,51,6.136681
1.846303,51,6.367876
5.653772,51,6.441424
-2.113577,51,6.677226
2.73105,51,6.903949
3.742753,51,6.97429
-2.697829,51,7.201518
1.548889,51,7.268629
0.017089,51,7.506957
0.272542,51,7.576703
-0.682641,51,7.791597
3.531802,51,7.857243
-1.888464,51,8.085938
2.462838,51,8.162515
5.90446,51,8.400095
1.595564,51,8.466425
1.732099,51,8.693004
3.889655,51,8.7635
-4.471996,51,8.972184
-4.399677,51,9.038364
2.729801,51,9.261753
-1.23477,51,9.313674
5.206342,51,9.539026
2.536158,51,9.597544
0.515137,51,9.818592
-0.468916,51,9.875291
2.259621,51,10.095603
1.187566,51,10.147786
-0.2498,51,10.356073
-6.012435,51,10.405671
1.436449,51,10.640495
4.155214,51,10.71327
1.737482,51,10.935371
1.494261,51,10.993586
0.780623,51,11.21671
1.116472,51,11.28201
-2.221,51,11.522004
6.242248,51,11.593028
3.227572,51,11.807436
-2.61439,51,11.87805
1.506318,51,12.107255
1.459422,51,12.175282
1.822373,51,12.405289
0.19064,51,12.478521
5.181259,51,12.724015
4.760838,51,12.790292
0.354084,51,13.018229
0.994326,51,13.083522
2.192121,51,13.307259
-1.548176,51,13.377742
1.962033,51,13.60166
3.665027,51,13.658317
