#{"t_start": 1584139980.9775374, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-0.13684,51,0.976344
-16.957226,51,1.018707
2.407366,51,1.061688
12.536244,51,1.104212
-1.091682,51,1.146537
4.298255,51,1.18927
-0.721582,51,1.231781
-1.307757,51,1.274446
-8.713023,51,1.31686
-5.154785,51,1.359329
-6.175293,51,1.401661
-7.335846,51,1.444186
-12.84209,51,1.486622
11.337197,51,1.529024
-8.006011,51,1.5716
0.012349,51,1.614226
-12.184002,51,1.656587
6.858894,51,1.699867
-13.349995,51,1.743247
-2.792641,51,2.169009
4.150357,51,2.22051
4.22415,51,2.45141
2.503379,51,2.508608
-13.732493,51,2.730903
-57.370283,51,2.792727
-36.452799,51,3.011218
-65.180587,51,3.083376
-77.201622,51,3.313353
-87.456569,51,3.379905
-64.413878,51,3.607081
-5.852922,51,3.675941
-93.042585,51,3.90015
-6.900722,51,3.965525
-19.698343,51,4.192714
-59.753374,51,4.261957
-38.670776,51,4.470878
-17.053815,51,4.538561
-22.654677,51,4.768757
14.842422,51,4.832469
2.830925,51,5.048282
4.458006,51,5.114314
9.170921,51,5.350405
6.494991,51,5.418818
3.915743,51,5.643542
0.096726,51,5.702525
4.612737,51,5.920063
7.416658,51,5.977816
-20.610193,51,6.190628
3.749876,51,6.249472
-0.487663,51,6.478559
5.31251,51,6.552817
6.16781,51,6.778372
4.556258,51,7.023071
1.344308,51,7.091026
12.062177,51,7.323256
3.695344,51,7.380549
5.787781,51,7.596553
8.612497,51,7.65407
5.477551,51,7.861501
8.376581,51,7.91414
4.080065,51,8.140469
-0.754745,51,8.199816
12.700609,51,8.421156
5.350617,51,8.474566
6.592634,51,8.67719
0.591296,51,8.74036
-5.601893,51,8.979123
-1.301866,51,9.043838
2.654781,51,9.274006
7.31645,51,9.328576
3.18105,51,9.557754
8.991017,51,9.617736
-5.423524,51,9.836055
2.004477,51,9.902443
1.573348,51,10.119595
8.366511,51,10.179241
5.55238,51,10.402082
-0.725047,51,10.474638
2.108474,51,10.696633
2.882959,51,10.771721
10.497824,51,10.993733
7.450307,51,11.067208
2.840485,51,11.292666
-0.455685,51,11.356121
0.709792,51,11.580661
6.682338,51,11.638839
4.655338,51,11.865356
-2.161188,51,11.937294
5.210073,51,12.154541
6.848035,51,12.211923
4.470792,51,12.4378
5.464733,51,12.496547
1.74233,51,12.704893
9.193178,51,12.762422
8.943427,51,12.979623
2.44182,51,13.053356
10.527174,51,13.302819
9.779794,51,13.377191
8.979435,51,13.606816
