#{"t_start": 1584131714.516686, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-22.796041,51,1.465724
-19.050967,51,2.12185
-59.214256,51,2.762989
-26.20368,51,3.423154
-29.366452,51,4.095309
-12.345358,51,4.771406
17.365973,51,5.431552
-5.935371,51,6.10325
-4.525153,51,6.776542
18.570998,51,7.444169
-49.746932,51,8.117993
-39.776,51,8.786859
-15.983453,51,9.447488
-37.804229,51,10.111863
-45.228883,51,10.770283
-91.656106,51,11.426721
-58.217083,51,12.086682
-31.834177,51,12.74157
-62.053134,51,13.410158
5.129259,51,14.071016
3.438163,51,14.747002
-14.588324,51,15.416251
-2.152778,51,16.060274
-40.320998,51,16.702328
-38.529752,51,17.350114
-1.882326,51,18.013042
-44.13126,51,18.665939
-14.035045,51,19.323195
-23.171323,51,19.983176
-45.683744,51,20.638441
-51.177851,51,21.294713
-3.058865,51,21.940449
-46.357983,51,22.593497
-67.623276,51,23.281764
-9.471381,51,23.934583
-68.605193,51,24.59176
-79.99277,51,25.228552
-55.220349,51,25.869784
-69.425425,51,26.53349
-57.088862,51,27.187393
-35.894299,51,27.838165
-9.472129,51,28.493646
-44.711,51,29.141018
-7.68098,51,29.792526
10.0062,51,30.460479
-19.68917,51,31.116314
-38.041374,51,31.761939
7.281614,51,32.420771
-67.329357,51,33.085835
-31.048247,51,33.740718
-95.318025,51,34.4103
2.606682,51,35.067797
-63.798149,51,35.732588
-67.193802,51,36.396083
-86.428902,51,37.078043
3.44736,51,37.736589
-76.84517,51,38.374169
16.281732,51,39.031372
-2.393049,51,39.677418
7.79105,51,40.327077
-84.338156,51,40.985108
-37.841309,51,41.646807
-20.16068,51,42.291993
-3.13153,51,42.967217
-21.520168,51,43.610948
-29.699558,51,44.262753
-5.74975,51,44.919448
-72.250304,51,45.587214
-74.156396,51,46.247803
-7.232631,51,46.890856
0.134119,51,47.540095
-27.555094,51,48.180867
-23.283586,51,48.8388
-16.696345,51,49.491524
-1.5367,51,50.147531
-1.802549,51,50.794762
-29.221762,51,51.442521
-20.48939,51,52.099748
-59.30224,51,52.748402
-23.936141,51,53.403546
-2.19213,51,54.05231
-5.269506,51,54.68889
3.836251,51,55.345768
-22.780218,51,56.006627
-34.971075,51,56.659145
-26.256315,51,57.326892
-84.948483,51,57.976725
-95.62976,51,58.630455
-1.299968,51,59.280116
-25.215404,51,59.932767
5.687999,51,60.591351
14.573025,51,61.237904
12.215787,51,61.902291
-3.781801,51,62.566787
-11.005892,51,63.219482
-27.558553,51,63.872868
6.542,51,64.541869
-22.230716,51,65.203219
-54.868526,51,65.859657
-42.615214,51,66.514511
-27.085538,51,67.180241
-13.94051,51,67.837095
-6.903892,51,68.488909
-28.787035,51,69.139763
-96.036306,51,69.792195
-10.155351,51,70.462067
-17.046166,51,71.116442
-9.620228,51,71.772525
2.046013,51,72.41835
-4.276647,51,73.068231
3.226936,51,73.729206
-8.092393,51,74.370475
-23.011597,51,75.024402
-83.094293,51,75.684582
-2.640656,51,76.344286
-70.111223,51,77.007736
-23.863432,51,77.66838
-27.218364,51,78.32724
-38.132209,51,78.998785
6.94844,51,79.652667
-0.001009,51,80.312649
-11.660205,51,80.966645
-9.02703,51,81.615548
-11.388717,51,82.269655
-17.134187,51,82.924425
