#{"t_start": 1584152730.177924, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-27.83327,51,1.430277
-51.338079,51,2.085164
-20.419489,51,2.744604
-26.332282,51,3.399696
-30.795785,51,4.056024
-52.065885,51,4.887907
-18.133156,51,5.544851
-7.069852,51,6.201196
-36.930525,51,6.851094
-14.463338,51,7.490397
-10.40309,51,8.220498
-28.098854,51,8.884041
-62.205512,51,9.549027
-35.271544,51,10.21473
-73.936208,51,10.886513
-26.142841,51,11.596745
-17.098602,51,12.242737
-42.587072,51,12.913143
-33.743653,51,13.565141
-74.580541,51,14.222644
-38.628064,51,14.925092
-40.190858,51,15.566054
10.459164,51,16.213858
-25.278706,51,16.860372
-26.115069,51,17.509797
-25.028086,51,18.212238
23.321258,51,18.844097
-87.890989,51,19.504319
-6.760805,51,20.145153
-17.251096,51,20.814047
1.013504,51,21.541396
8.644873,51,22.192168
-15.207378,51,22.846204
-70.610623,51,23.506991
-14.206883,51,24.17453
-93.264339,51,24.91193
-20.166822,51,25.582185
15.418308,51,26.255003
-30.54566,51,26.928111
-12.174962,51,27.64904
-93.948775,51,28.380444
-29.090846,51,29.052246
-20.964739,51,29.74785
-9.675581,51,30.386465
-28.32136,51,31.029281
-12.514025,51,31.738198
-28.855595,51,32.392276
-38.999088,51,33.046814
-70.310399,51,33.694943
-79.386807,51,34.344867
7.454406,51,35.07731
-17.23764,51,35.717377
-38.891533,51,36.378485
0.13841,51,37.084294
-8.419477,51,37.761243
-3.39906,51,38.485797
13.442182,51,39.142697
-10.340167,51,39.800878
5.48074,51,40.45035
-8.518719,51,41.102517
-39.740176,51,41.815428
8.165759,51,42.463438
-16.701065,51,43.130147
-37.735077,51,43.816218
-2.139871,51,44.480789
9.906134,51,45.212915
19.939796,51,45.882605
-30.442468,51,46.553062
1.658211,51,47.231194
-4.138108,51,47.916003
5.946122,51,48.641581
-22.666885,51,49.315831
-18.666818,51,49.959525
9.545913,51,50.62408
-40.885375,51,51.318143
9.012775,51,52.035185
-5.163791,51,52.701019
-3.982262,51,53.390429
-22.225508,51,54.109289
-13.903065,51,54.791686
-5.549486,51,55.533977
-19.487073,51,56.233793
-21.627091,51,56.952857
4.752317,51,57.639596
10.608964,51,58.347719
-3.224214,51,59.09297
-5.654803,51,59.773414
-23.831803,51,60.445206
6.633343,51,61.112149
6.936816,51,61.812151
0.655964,51,62.606397
8.853616,51,63.261914
-16.057821,51,63.937878
8.859343,51,64.590067
-16.082414,51,65.293341
-31.318462,51,66.074792
-38.602304,51,66.783093
12.05467,51,67.450339
-21.587546,51,68.121009
-19.108748,51,68.814596
4.469757,51,69.527406
5.31164,51,70.17024
4.815126,51,70.809419
0.170844,51,71.455006
-12.163328,51,72.111449
-22.356924,51,72.84401
-44.498184,51,73.518101
3.254478,51,74.168855
-72.523939,51,74.816047
-11.416206,51,75.461017
-9.719113,51,76.186852
-8.134765,51,76.849074
5.95638,51,77.509383
-4.619975,51,78.190746
-39.879955,51,78.84243
-36.020657,51,79.557336
-4.655521,51,80.201674
3.206276,51,80.849503
-33.647894,51,81.501879
-3.818471,51,82.186729
-42.528326,51,82.914198
-10.761321,51,83.576477
