#{"t_start": 1584133377.4278135, "env_id": "su_acrobot_cdc-v0"}
r,l,t
-86.247072,51,1.26356
-82.924642,51,1.316898
-85.383121,51,1.370109
-14.83673,51,1.423354
-60.347939,51,1.476522
-70.906102,51,1.529783
-25.614264,51,1.583342
-8.823952,51,1.63649
-8.903485,51,1.689763
-45.614041,51,1.743192
-24.089569,51,1.797818
-3.25998,51,1.852256
-19.456486,51,1.905942
-28.588482,51,1.959121
-97.356257,51,2.012282
-99.813694,51,2.065319
-48.914845,51,2.118462
-6.861513,51,2.171602
-10.395163,51,2.225017
-63.637661,51,2.278554
-41.080995,51,2.737102
-50.043555,51,2.790416
-38.944486,51,2.854048
-56.536331,51,2.906876
-20.856608,51,2.959509
-21.941212,51,3.011738
-96.925121,51,3.070649
-4.36554,51,3.12142
-57.732828,51,3.174681
-30.003405,51,3.227633
21.82588,51,3.279093
-14.179151,51,3.33069
-15.862162,51,3.38201
1.126047,51,3.433406
-29.726045,51,3.484826
-14.95794,51,3.536383
-30.298879,51,3.587918
-12.98971,51,3.639289
2.661913,51,3.692097
3.345058,51,3.744494
-71.659056,51,3.880049
1.231961,51,3.932951
-96.219134,51,3.98516
-21.468124,51,4.040881
-1.337415,51,4.092891
-23.449067,51,4.145355
-89.981896,51,4.197969
-94.822891,51,4.25118
-90.009865,51,4.303599
-86.185314,51,4.35599
-2.206423,51,4.408422
-53.221147,51,4.460206
-67.730234,51,4.511821
-35.609555,51,4.563467
-63.527396,51,4.615282
-13.759338,51,4.667134
-15.63725,51,4.720026
-38.667829,51,4.771496
-30.265494,51,4.823123
-0.745465,51,4.873812
-26.646289,51,5.003268
-82.656373,51,5.053798
-41.171087,51,5.104256
-26.370172,51,5.154146
-78.098607,51,5.204615
-84.324814,51,5.254944
-89.769823,51,5.305198
-24.467731,51,5.355115
-19.897416,51,5.404796
-4.288375,51,5.454899
-20.753934,51,5.504884
-55.083575,51,5.554912
-14.705439,51,5.605668
-92.092076,51,5.655722
-98.582371,51,5.707124
-0.407255,51,5.764715
-22.72961,51,5.816997
10.89823,51,5.869986
4.709066,51,5.922086
-12.017695,51,5.974461
-38.791132,51,6.109751
-28.461952,51,6.173876
3.752085,51,6.228616
-6.753375,51,6.28429
-92.669298,51,6.337903
-23.301875,51,6.390307
-48.498233,51,6.44213
-49.103483,51,6.494532
-58.415897,51,6.54664
-40.90024,51,6.599531
-40.936182,51,6.657138
-4.017487,51,6.715415
8.027582,51,6.769208
-86.820819,51,6.822352
-18.864291,51,6.875847
-8.527047,51,6.929235
-51.062159,51,6.98254
-39.176153,51,7.036666
-32.944041,51,7.090231
-13.936184,51,7.143028
-7.810554,51,7.274659
-6.086513,51,7.329642
-4.336122,51,7.382042
-0.28882,51,7.435071
6.179556,51,7.487205
-25.60705,51,7.539277
-71.694225,51,7.591304
-46.759024,51,7.64369
-32.028501,51,7.696232
-62.892472,51,7.749826
-11.917406,51,7.803334
-4.920684,51,7.857213
-9.582825,51,7.915609
-36.676664,51,7.967197
-10.038729,51,8.020446
-32.140997,51,8.073107
-15.336811,51,8.125587
-36.460631,51,8.177551
-51.373352,51,8.229663
-4.102687,51,8.288338
-10.700561,51,8.430632
-21.339122,51,8.481895
-45.416872,51,8.533019
-6.573468,51,8.584505
-16.109256,51,8.63567
-3.181284,51,8.686181
-4.181923,51,8.737027
-9.926527,51,8.78844
-70.708626,51,8.839842
-8.238397,51,8.891551
-60.475116,51,8.942816
-41.814192,51,8.994167
-58.72761,51,9.045969
-52.682602,51,9.097925
4.887834,51,9.14998
-27.244054,51,9.201985
-52.503483,51,9.253961
-20.851029,51,9.30587
-16.924137,51,9.357572
-77.055818,51,9.409333
-13.14417,51,9.536176
-19.036471,51,9.588265
-2.880131,51,9.642039
-16.885412,51,9.696944
-44.389694,51,9.763269
18.016074,51,9.815469
-13.732953,51,9.867233
-23.629936,51,9.918871
-8.795586,51,9.970241
-81.486954,51,10.021428
-89.745926,51,10.072716
-14.264781,51,10.12446
-90.780049,51,10.175817
-56.119297,51,10.227442
10.71721,51,10.279013
-24.447559,51,10.330553
-33.047424,51,10.382027
-55.543219,51,10.433514
-14.882115,51,10.485156
-20.243861,51,10.536745
-59.572186,51,10.671818
-19.159996,51,10.724411
-25.996159,51,10.777673
-0.455723,51,10.830499
-7.171547,51,10.88402
-2.694393,51,10.937009
-75.840744,51,10.989656
-10.655931,51,11.042361
-39.770834,51,11.094848
-37.854503,51,11.147466
-1.674432,51,11.200676
-90.068115,51,11.253758
-21.595882,51,11.309237
-18.898057,51,11.359851
-33.399341,51,11.411197
-23.742325,51,11.462706
-16.372865,51,11.514044
-41.693955,51,11.565318
-81.782372,51,11.615278
-3.931909,51,11.667569
-77.457203,51,11.799973
-23.759405,51,11.852226
-27.38196,51,11.903947
-13.948067,51,11.956028
-39.209243,51,12.008455
-25.791854,51,12.060341
-74.417413,51,12.112242
-14.750992,51,12.163845
12.969772,51,12.215112
-65.396297,51,12.266501
-25.716568,51,12.3178
-48.193574,51,12.373336
-33.64281,51,12.425889
-0.920778,51,12.477449
-12.694546,51,12.529273
-17.567703,51,12.580853
-25.212169,51,12.632843
-26.110474,51,12.684722
-13.55605,51,12.736299
-59.271408,51,12.787047
-9.668209,51,12.913943
-89.267312,51,12.965142
-26.784811,51,13.016332
-16.81274,51,13.067733
-25.1031,51,13.119434
-75.64835,51,13.171021
0.222306,51,13.222554
-63.177279,51,13.273958
